method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.16636520471464697,0.23532675718551235,0.4734255815139912,3,0.0855005085468292,47.210495115073805,4,0.0830081030726432,32.50357955863953
kmeans 3 emb,0.20648815238525522,0.2275175616867261,0.5331771748608868,3,0.0855005085468292,47.210495115073805,3,0.075120098888874,37.38533196517033
kmeans cat,0.34829459194686385,0.35881371676771995,0.5814584141914874,3,0.2081497387438791,132.0279675940301,3,0.2208042681914256,138.46827244187293
kmeans 3 cat,0.34829459194686385,0.35881371676771995,0.5814584141914874,3,0.2081497387438791,132.0279675940301,3,0.2208042681914256,138.46827244187293
agg emb,0.10478314191079312,0.17265431268461154,0.4732211117470388,3,0.0693360120058059,44.04944598820306,4,0.0603416301310062,29.77591379461813
agg 3 emb,0.06020019835285814,0.1670174554843376,0.5189448519420561,3,0.0693360120058059,44.04944598820306,3,0.0994106158614158,33.458945097765046
agg cat,0.16135617751416745,0.2952787595818171,0.5213588258393966,3,0.1623286113699627,107.7990335073284,3,0.1951488469313537,116.67177175039758
agg 3 cat,0.16135617751416745,0.2952787595818171,0.5213588258393966,3,0.1623286113699627,107.7990335073284,3,0.1951488469313537,116.67177175039758
gmm emb,0.26219865106295515,0.2433585530811074,0.5931157143726267,3,0.1335705816745758,42.69597902476169,4,0.0670807212591171,28.94992182739947
gmm 3 emb,0.1796798321465823,0.20434826632933786,0.5664993291706572,3,0.1335705816745758,42.69597902476169,3,0.0627534314990043,36.70599357368962
gmm cat,0.3122896818141399,0.1309134357342379,0.8047711995431196,3,0.1273438575459814,17.67425970175014,3,0.0895619127148131,24.19429470177083
gmm 3 cat,0.3122896818141399,0.1309134357342379,0.8047711995431196,3,0.1273438575459814,17.67425970175014,3,0.0895619127148131,24.19429470177083
birch emb,0.17017744623532258,0.2049404810335751,0.48166280660545174,3,0.0790954604744911,39.64528415009516,4,0.0603416301310062,29.77591379461813
birch 3 emb,0.2571160014771086,0.23777624643933626,0.5884462702237707,3,0.0790954604744911,39.64528415009516,3,0.0994106158614158,33.458945097765046
birch cat,0.2571160014771086,0.23777624643933626,0.5884462702237707,3,0.0790954604744911,39.64528415009516,3,0.0994106158614158,33.458945097765046
birch 3 cat,0.2571160014771086,0.23777624643933626,0.5884462702237707,3,0.0790954604744911,39.64528415009516,3,0.0994106158614158,33.458945097765046
