method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.08491230010986328,41.80605706739473
kmeans 3 emb,3,0.08491230010986328,41.80605706739473
kmeans cat,3,0.1913428921610399,124.79443585872964
kmeans 3 cat,3,0.1913428921610399,124.79443585872964
agg emb,3,0.07649534940719604,43.545245757379874
agg 3 emb,3,0.07649534940719604,43.545245757379874
agg cat,3,0.13160443386100862,98.16438458968611
agg 3 cat,3,0.13160443386100862,98.16438458968611
gmm emb,3,0.0774179995059967,41.353015161680396
gmm 3 emb,3,0.0774179995059967,41.353015161680396
gmm cat,3,0.10143562115985214,71.27067059707005
gmm 3 cat,3,0.10143562115985214,71.27067059707005
birch emb,3,0.07649534940719604,43.545245757379874
birch 3 emb,3,0.07649534940719604,43.545245757379874
birch cat,3,0.07649534940719604,43.545245757379874
birch 3 cat,3,0.07649534940719604,43.545245757379874
