method,cluster,size,pathophysiology_min,pathophysiology_max,pathophysiology_mean,pathophysiology_std,pathophysiology_median,epidemiology_min,epidemiology_max,epidemiology_mean,epidemiology_std,epidemiology_median,etiology_min,etiology_max,etiology_mean,etiology_std,etiology_median,history_min,history_max,history_mean,history_std,history_median,physical_min,physical_max,physical_mean,physical_std,physical_median,exams_min,exams_max,exams_mean,exams_std,exams_median,differential_min,differential_max,differential_mean,differential_std,differential_median,therapeutic_min,therapeutic_max,therapeutic_mean,therapeutic_std,therapeutic_median,objective test score_min,objective test score_max,objective test score_mean,objective test score_std,objective test score_median,organization level_min,organization level_max,organization level_mean,organization level_std,organization level_median,global score_min,global score_max,global score_mean,global score_std,global score_median,computed score_min,computed score_max,computed score_mean,computed score_std,computed score_median,pathophysiology_norm_mean,epidemiology_norm_mean,etiology_norm_mean,history_norm_mean,physical_norm_mean,exams_norm_mean,differential_norm_mean,therapeutic_norm_mean,year_min,year_max,year_mean,year_std,year_median,year_1,year_2,year_3,year_4,year_5,year_6,cluster_name
agg 3 cat,0,138,0,9,3.0217391304347827,2.0234659551364644,3.0,0,4,0.6884057971014492,0.9574961617782928,0.0,0,6,0.9927536231884058,1.33726148326414,1.0,0,5,0.8333333333333334,1.0293739386617997,1.0,0,9,1.6014492753623188,2.0806366763950046,1.0,0,5,0.3333333333333333,0.8572007859002073,0.0,0,3,0.2028985507246377,0.6179719631966752,0.0,0,3,0.2608695652173913,0.6196814324740532,0.0,26,92,56.905797101449274,12.504532130893438,55.0,1.0,3.0,2.0,0.5919163484003881,2.0,1.0,7.0,3.4057971014492754,1.623898531400133,3.0,2.2,7.0,4.548188405797102,1.134839926013714,4.45,0.3808219178082192,0.0867579908675799,0.12511415525114156,0.10502283105022832,0.20182648401826486,0.04200913242009133,0.025570776255707767,0.03287671232876713,1.0,6.0,2.782608695652174,1.428281241778826,3.0,32,33,28,30,8,7,
agg 3 cat,1,240,0,14,3.620833333333333,2.686161524889442,3.0,0,8,1.3041666666666667,1.3142219062882494,1.0,0,9,1.3041666666666667,1.4035159575992378,1.0,0,9,2.2708333333333335,1.7301121367064056,2.0,0,13,2.591666666666667,2.376650127773666,2.0,0,13,2.3666666666666667,2.0736777642666526,2.0,0,6,0.45,0.9360291809634245,0.0,0,10,2.7,2.1123268417061953,3.0,17,101,69.925,14.555139712493625,70.0,1.0,4.0,2.55,0.5835972704344818,3.0,1.0,9.0,5.5625,1.4363227396905967,6.0,2.8,9.3,6.277500000000001,1.1873699003826599,6.3,0.2180130456598093,0.07852483692925238,0.07852483692925238,0.13672854992473657,0.15604616156547918,0.14249874560963371,0.027094831911690917,0.1625689914701455,1.0,6.0,4.4,1.3059247032443846,5.0,8,11,40,53,74,54,
agg 3 cat,2,38,0,7,2.8157894736842106,1.6579906946873937,3.0,0,5,1.3421052631578947,1.2579759759978593,1.0,0,5,1.5526315789473684,1.3496219374739555,1.5,0,9,3.473684210526316,2.544064019520662,3.5,0,9,1.7105263157894737,2.312222456529205,0.5,0,18,3.026315789473684,2.936138686109407,3.0,0,3,0.5789473684210527,0.8263099002245484,0.0,6,19,10.263157894736842,3.268888649284719,9.0,55,103,80.57894736842105,10.236742458385734,79.5,1.0,4.0,2.9210526315789473,0.7491104254964567,3.0,4.0,9.0,6.973684210526316,1.404372363520313,7.0,5.25,8.95,7.51578947368421,0.9192465527545188,7.625,0.11370882040382572,0.05419766206163656,0.06269925611052071,0.14027630180658873,0.06907545164718384,0.12221041445270987,0.023379383634431455,0.41445270988310307,2.0,6.0,5.105263157894737,0.9526484756012755,5.0,0,1,1,6,15,15,
agg 3 emb,0,86,0,9,3.046511627906977,2.022851666477076,3.0,0,5,1.1627906976744187,1.083137763398859,1.0,0,5,1.0232558139534884,1.187946762384543,1.0,0,8,1.5813953488372092,1.3673943987966548,1.0,0,13,2.4767441860465116,2.6333907651589845,2.0,0,13,1.0232558139534884,2.1528462374318855,0.0,0,3,0.20930232558139536,0.6706674299841817,0.0,0,1,0.023255813953488372,0.1515988659003453,0.0,34,82,58.348837209302324,10.723001601132646,58.5,1.0,3.0,2.13953488372093,0.5349610364629522,2.0,1.0,7.0,4.116279069767442,1.5294643787645772,4.0,2.2,7.45,4.975581395348837,1.121809048080678,5.1,0.28886438809261294,0.11025358324145533,0.09702315325248069,0.14994487320837924,0.23484013230429984,0.09702315325248069,0.01984564498346196,0.0022050716648291066,1.0,6.0,3.058139534883721,1.2305393476778022,3.0,13,12,28,24,8,1,
agg 3 emb,1,91,0,14,4.153846153846154,2.835971622343045,4.0,0,4,0.6703296703296703,0.9894436714633023,0.0,0,9,1.10989010989011,1.5737467638342828,1.0,0,5,0.07692307692307693,0.5422334312978998,0.0,0,10,1.89010989010989,2.213346131742865,1.0,0,12,1.098901098901099,1.9610368292475902,0.0,0,4,0.4175824175824176,0.8441423532653197,0.0,0,16,1.9230769230769231,3.081236293116303,0.0,26,97,61.76923076923077,16.043051055815017,60.0,1.0,4.0,2.1648351648351647,0.7033844572847019,2.0,1.0,9.0,3.9450549450549453,2.1825705403523994,4.0,2.6,9.3,5.060989010989011,1.6461538033617469,4.7,0.36627906976744184,0.05910852713178294,0.09786821705426356,0.006782945736434108,0.16666666666666666,0.09689922480620156,0.03682170542635659,0.1695736434108527,1.0,6.0,3.318681318681319,1.812788649071558,3.0,19,21,7,16,12,16,
agg 3 emb,2,239,0,12,3.1506276150627617,2.3214178204022775,3.0,0,8,1.2468619246861925,1.33226783722298,1.0,0,7,1.3389121338912133,1.3682291154683044,1.0,0,9,2.715481171548117,1.74973313651361,2.0,0,12,2.188284518828452,2.236563236751023,2.0,0,18,2.2635983263598325,2.039930491318013,2.0,0,6,0.42677824267782427,0.889879179899579,0.0,0,19,3.7531380753138075,3.3784009608516987,3.0,17,103,71.3723849372385,14.869157314594485,72.0,1.0,4.0,2.585774058577406,0.6481766014900355,3.0,1.0,9.0,5.677824267782427,1.582722455880932,6.0,2.8,8.95,6.407531380753139,1.2640495208804132,6.4,0.18442321822189564,0.07298554984080333,0.0783737447954935,0.15895175116336024,0.1280920891501347,0.1325006122948812,0.02498163115356355,0.2196914033798677,1.0,6.0,4.472803347280335,1.3182194856797262,5.0,8,12,34,49,77,59,
agg cat,0,138,0,9,3.0217391304347827,2.0234659551364644,3.0,0,4,0.6884057971014492,0.9574961617782928,0.0,0,6,0.9927536231884058,1.33726148326414,1.0,0,5,0.8333333333333334,1.0293739386617997,1.0,0,9,1.6014492753623188,2.0806366763950046,1.0,0,5,0.3333333333333333,0.8572007859002073,0.0,0,3,0.2028985507246377,0.6179719631966752,0.0,0,3,0.2608695652173913,0.6196814324740532,0.0,26,92,56.905797101449274,12.504532130893438,55.0,1.0,3.0,2.0,0.5919163484003881,2.0,1.0,7.0,3.4057971014492754,1.623898531400133,3.0,2.2,7.0,4.548188405797102,1.134839926013714,4.45,0.3808219178082192,0.0867579908675799,0.12511415525114156,0.10502283105022832,0.20182648401826486,0.04200913242009133,0.025570776255707767,0.03287671232876713,1.0,6.0,2.782608695652174,1.428281241778826,3.0,32,33,28,30,8,7,
agg cat,1,240,0,14,3.620833333333333,2.686161524889442,3.0,0,8,1.3041666666666667,1.3142219062882494,1.0,0,9,1.3041666666666667,1.4035159575992378,1.0,0,9,2.2708333333333335,1.7301121367064056,2.0,0,13,2.591666666666667,2.376650127773666,2.0,0,13,2.3666666666666667,2.0736777642666526,2.0,0,6,0.45,0.9360291809634245,0.0,0,10,2.7,2.1123268417061953,3.0,17,101,69.925,14.555139712493625,70.0,1.0,4.0,2.55,0.5835972704344818,3.0,1.0,9.0,5.5625,1.4363227396905967,6.0,2.8,9.3,6.277500000000001,1.1873699003826599,6.3,0.2180130456598093,0.07852483692925238,0.07852483692925238,0.13672854992473657,0.15604616156547918,0.14249874560963371,0.027094831911690917,0.1625689914701455,1.0,6.0,4.4,1.3059247032443846,5.0,8,11,40,53,74,54,
agg cat,2,38,0,7,2.8157894736842106,1.6579906946873937,3.0,0,5,1.3421052631578947,1.2579759759978593,1.0,0,5,1.5526315789473684,1.3496219374739555,1.5,0,9,3.473684210526316,2.544064019520662,3.5,0,9,1.7105263157894737,2.312222456529205,0.5,0,18,3.026315789473684,2.936138686109407,3.0,0,3,0.5789473684210527,0.8263099002245484,0.0,6,19,10.263157894736842,3.268888649284719,9.0,55,103,80.57894736842105,10.236742458385734,79.5,1.0,4.0,2.9210526315789473,0.7491104254964567,3.0,4.0,9.0,6.973684210526316,1.404372363520313,7.0,5.25,8.95,7.51578947368421,0.9192465527545188,7.625,0.11370882040382572,0.05419766206163656,0.06269925611052071,0.14027630180658873,0.06907545164718384,0.12221041445270987,0.023379383634431455,0.41445270988310307,2.0,6.0,5.105263157894737,0.9526484756012755,5.0,0,1,1,6,15,15,
agg emb,0,86,0,9,3.046511627906977,2.022851666477076,3.0,0,5,1.1627906976744187,1.083137763398859,1.0,0,5,1.0232558139534884,1.187946762384543,1.0,0,8,1.5813953488372092,1.3673943987966548,1.0,0,13,2.4767441860465116,2.6333907651589845,2.0,0,13,1.0232558139534884,2.1528462374318855,0.0,0,3,0.20930232558139536,0.6706674299841817,0.0,0,1,0.023255813953488372,0.1515988659003453,0.0,34,82,58.348837209302324,10.723001601132646,58.5,1.0,3.0,2.13953488372093,0.5349610364629522,2.0,1.0,7.0,4.116279069767442,1.5294643787645772,4.0,2.2,7.45,4.975581395348837,1.121809048080678,5.1,0.28886438809261294,0.11025358324145533,0.09702315325248069,0.14994487320837924,0.23484013230429984,0.09702315325248069,0.01984564498346196,0.0022050716648291066,1.0,6.0,3.058139534883721,1.2305393476778022,3.0,13,12,28,24,8,1,
