method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.08627288043498993,35.871203904042595
kmeans 3 emb,3,0.08539863675832748,41.51030488633742
kmeans cat,3,0.21007803998892308,126.9284470785662
kmeans 3 cat,3,0.21007803998892308,126.9284470785662
agg emb,4,0.053364597260951996,34.71872013637175
agg 3 emb,3,0.15031225979328156,41.15745344181815
agg cat,3,0.19513463050381602,102.04103284234715
agg 3 cat,3,0.19513463050381602,102.04103284234715
gmm emb,4,0.08325469493865967,35.64218220242579
gmm 3 emb,3,0.08193496614694595,40.51328364799472
gmm cat,3,0.08515078874830614,43.86257154528505
gmm 3 cat,3,0.08515078874830614,43.86257154528505
birch emb,4,0.053364597260951996,34.71872013637175
birch 3 emb,3,0.15031225979328156,41.15745344181815
birch cat,3,0.15031225979328156,41.15745344181815
birch 3 cat,3,0.15031225979328156,41.15745344181815
