method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.07939435541629791,38.033788949478776
kmeans 3 emb,3,0.08282499760389328,42.48530540456036
kmeans cat,3,0.21049631283500858,145.1951250193064
kmeans 3 cat,3,0.21049631283500858,145.1951250193064
agg emb,4,0.05853315815329552,35.07136111861416
agg 3 emb,3,0.0566229373216629,38.6133738193643
agg cat,3,0.17597940555136352,117.82119542593071
agg 3 cat,3,0.17597940555136352,117.82119542593071
gmm emb,4,0.08061107993125916,34.290977389351326
gmm 3 emb,3,0.08042577654123306,41.870319170850046
gmm cat,3,0.10175579556609496,83.06360116330944
gmm 3 cat,3,0.10175579556609496,83.06360116330944
birch emb,4,0.05853315815329552,35.07136111861416
birch 3 emb,3,0.0566229373216629,38.6133738193643
birch cat,3,0.0566229373216629,38.6133738193643
birch 3 cat,3,0.0566229373216629,38.6133738193643
