method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.07268404215574265,38.2986490916875
kmeans 3 emb,3,0.07268404215574265,38.2986490916875
kmeans cat,3,0.16994726836126406,108.60977552362937
kmeans 3 cat,3,0.16994726836126406,108.60977552362937
agg emb,3,0.11538247764110565,38.30862930180891
agg 3 emb,3,0.11538247764110565,38.30862930180891
agg cat,3,0.12736018576254013,90.0996762988442
agg 3 cat,3,0.12736018576254013,90.0996762988442
gmm emb,3,0.07354537397623062,38.247709127960064
gmm 3 emb,3,0.07354537397623062,38.247709127960064
gmm cat,3,0.09663569386087417,53.498701867749794
gmm 3 cat,3,0.09663569386087417,53.498701867749794
birch emb,3,0.11538247764110565,38.30862930180891
birch 3 emb,3,0.11538247764110565,38.30862930180891
birch cat,3,0.11538247764110565,38.30862930180891
birch 3 cat,3,0.11538247764110565,38.30862930180891
