method,n clusters,silhouette,calinski harabasz
kmeans emb,9,0.07149869948625565,22.389803708360656
kmeans 3 emb,3,0.09620695561170578,38.34180079491224
kmeans cat,3,0.1994911328449945,114.70895204427683
kmeans 3 cat,3,0.1994911328449945,114.70895204427683
agg emb,9,0.04407278448343277,20.89626843096707
agg 3 emb,3,0.09954974055290222,37.518709225372305
agg cat,3,0.1068809102130559,84.66120247375217
agg 3 cat,3,0.1068809102130559,84.66120247375217
gmm emb,9,0.07149869948625565,22.389803708360656
gmm 3 emb,3,0.06535256654024124,37.17291202476734
gmm cat,3,0.12190531952522139,29.01172124239037
gmm 3 cat,3,0.12190531952522139,29.01172124239037
birch emb,9,0.04407278448343277,20.89626843096707
birch 3 emb,3,0.09954974055290222,37.518709225372305
birch cat,3,0.09954974055290222,37.518709225372305
birch 3 cat,3,0.09954974055290222,37.518709225372305
