method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.10601265681777498,0.1574286222288765,0.4363506371478939,3,0.0855005085468292,47.210495115073805,4,0.0877451226115226,35.68573348992587
kmeans 3 emb,0.12375820338895627,0.1907198866462378,0.47442602360160396,3,0.0855005085468292,47.210495115073805,3,0.0859157592058181,41.5679411414002
kmeans cat,0.40962062788471104,0.39184950992384077,0.6201680371377616,3,0.2081497387438791,132.0279675940301,3,0.209169450218308,135.57316692179734
kmeans 3 cat,0.40962062788471104,0.39184950992384077,0.6201680371377616,3,0.2081497387438791,132.0279675940301,3,0.209169450218308,135.57316692179734
agg emb,0.09885015387733716,0.1325802132932569,0.47907655903395113,3,0.0693360120058059,44.04944598820306,4,0.0793462172150611,34.63249908601168
agg 3 emb,0.082182597728515,0.11786145600600281,0.484848119750021,3,0.0693360120058059,44.04944598820306,3,0.0705039203166961,39.34387870998873
agg cat,0.4107386286913926,0.36045911393476854,0.6880015941502652,3,0.1623286113699627,107.7990335073284,3,0.1400601357415974,105.531996955251
agg 3 cat,0.4107386286913926,0.36045911393476854,0.6880015941502652,3,0.1623286113699627,107.7990335073284,3,0.1400601357415974,105.531996955251
gmm emb,0.23613373448354708,0.21371304330081625,0.5735453066078421,3,0.1335705816745758,42.69597902476169,4,0.0877451226115226,35.68573348992587
gmm 3 emb,0.245926114401309,0.22604319725967165,0.6005743268350316,3,0.1335705816745758,42.69597902476169,3,0.083322174847126,41.52115837529775
gmm cat,0.3534738588465718,0.1541148866867819,0.8043860221171651,3,0.1273438575459814,17.67425970175014,3,0.0634370327052336,32.64584277044112
gmm 3 cat,0.3534738588465718,0.1541148866867819,0.8043860221171651,3,0.1273438575459814,17.67425970175014,3,0.0634370327052336,32.64584277044112
birch emb,0.07735613803764108,0.11202057091760262,0.4315026448141326,3,0.0790954604744911,39.64528415009516,4,0.0793462172150611,34.63249908601168
birch 3 emb,0.07004187090356057,0.09425072418838505,0.4419349526727354,3,0.0790954604744911,39.64528415009516,3,0.0705039203166961,39.34387870998873
birch cat,0.07004187090356057,0.09425072418838505,0.4419349526727354,3,0.0790954604744911,39.64528415009516,3,0.0705039203166961,39.34387870998873
birch 3 cat,0.07004187090356057,0.09425072418838505,0.4419349526727354,3,0.0790954604744911,39.64528415009516,3,0.0705039203166961,39.34387870998873
