method,n clusters,silhouette,calinski harabasz
kmeans emb,3,0.09975596517324448,41.485367210465704
kmeans 3 emb,3,0.09975596517324448,41.485367210465704
kmeans cat,3,0.2245776698370567,137.54809055365865
kmeans 3 cat,3,0.2245776698370567,137.54809055365865
agg emb,3,0.07514223456382751,39.01872907831023
agg 3 emb,3,0.07514223456382751,39.01872907831023
agg cat,3,0.1774230548131053,106.31916644980808
agg 3 cat,3,0.1774230548131053,106.31916644980808
gmm emb,3,0.09975596517324448,41.485367210465704
gmm 3 emb,3,0.09975596517324448,41.485367210465704
gmm cat,3,0.10569094026742784,21.626235776662128
gmm 3 cat,3,0.10569094026742784,21.626235776662128
birch emb,3,0.07514223456382751,39.01872907831023
birch 3 emb,3,0.07514223456382751,39.01872907831023
birch cat,3,0.07514223456382751,39.01872907831023
birch 3 cat,3,0.07514223456382751,39.01872907831023
