method,ari,nmi,fm,n clusters_1,silhouette_1,calinski harabasz_1,n clusters_2,silhouette_2,calinski harabasz_2
kmeans emb,0.2129892809220385,0.22288918637502386,0.5405888270018867,3,0.0855005085468292,47.210495115073805,4,0.0955957919359207,32.06756074913786
kmeans 3 emb,0.24518956471312459,0.27031300508849226,0.5665181734536237,3,0.0855005085468292,47.210495115073805,3,0.0885858237743377,36.25959916849094
kmeans cat,0.3100938022512067,0.36603072927517805,0.5331188485764501,3,0.2081497387438791,132.0279675940301,4,0.18787662488483,98.08097451766368
kmeans 3 cat,0.37590715412641046,0.3819746075513002,0.6099375153346809,3,0.2081497387438791,132.0279675940301,3,0.1833715908397647,110.23379551038708
agg emb,0.09903179240844018,0.18340501462217898,0.5372118878945223,3,0.0693360120058059,44.04944598820306,4,0.0956905335187912,31.458605360397563
agg 3 emb,0.09865110324200888,0.18720214073089794,0.5376117237123674,3,0.0693360120058059,44.04944598820306,3,0.0869403928518295,34.69229697825022
agg cat,0.1727501241479168,0.2646802873541811,0.48874108174448877,3,0.1623286113699627,107.7990335073284,4,0.1373662798761569,78.21392394130731
agg 3 cat,0.1737517725904785,0.28447902175305556,0.5041252479903522,3,0.1623286113699627,107.7990335073284,3,0.124861387547548,90.09358341233433
gmm emb,0.1492052376506591,0.14566514662800004,0.5083252736929519,3,0.1335705816745758,42.69597902476169,4,0.0513143949210643,26.775879925290607
gmm 3 emb,0.16501901107511915,0.18084354570871067,0.563588994234035,3,0.1335705816745758,42.69597902476169,3,0.0630459636449813,34.58779020275086
gmm cat,0.33077759049073596,0.141239380246814,0.7918918584003843,3,0.1273438575459814,17.67425970175014,4,0.0927478138516336,25.48032051364261
gmm 3 cat,0.39032360762287455,0.18229165338339226,0.8291294035582886,3,0.1273438575459814,17.67425970175014,3,0.0911012758353301,29.509842590876517
birch emb,0.32085405208376166,0.2816732881783173,0.6199086828718245,3,0.0790954604744911,39.64528415009516,4,0.0964999049901962,29.66935200937081
birch 3 emb,0.31623180513596555,0.28449782551314984,0.6204123760620514,3,0.0790954604744911,39.64528415009516,3,0.0869403928518295,34.69229697825022
birch cat,0.32085405208376166,0.2816732881783173,0.6199086828718245,3,0.0790954604744911,39.64528415009516,4,0.0964999049901962,29.66935200937081
birch 3 cat,0.31623180513596555,0.28449782551314984,0.6204123760620514,3,0.0790954604744911,39.64528415009516,3,0.0869403928518295,34.69229697825022
