method,n clusters,silhouette,calinski harabasz
kmeans emb,4,0.08463326841592789,7.826911054630201
kmeans 3 emb,3,0.08024061471223831,8.603214690440616
kmeans cat,3,0.28826047751670486,27.016114700241804
kmeans 3 cat,3,0.28826047751670486,27.016114700241804
agg emb,4,0.07388833165168762,7.842685328742316
agg 3 emb,3,0.0782705694437027,8.868414092590582
agg cat,3,0.2791139398526087,26.452659569218802
agg 3 cat,3,0.2791139398526087,26.452659569218802
gmm emb,4,0.08090562373399734,7.47060287372466
gmm 3 emb,3,0.08877743780612946,7.190161404913117
gmm cat,3,0.24293461231690291,22.66662293366523
gmm 3 cat,3,0.24293461231690291,22.66662293366523
birch emb,4,0.07388833165168762,7.842685328742316
birch 3 emb,3,0.0782705694437027,8.868414092590582
birch cat,3,0.0782705694437027,8.868414092590582
birch 3 cat,3,0.0782705694437027,8.868414092590582
